id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
132059,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,10,9,9,19,0,0,0,9,19,0,Generic,1
67405,1.491044,tcp,-,FIN,10,8,564,354,11.401407,254,252,2725.606934,1663.264038,2,1,157.889778,194.866578,9662.50103,273.7545,255,3301612358,2424340977,255,0.217824,0.126977,0.090847,56,44,0,0,11,1,1,1,1,1,0,0,0,3,5,0,Reconnaissance,1
12153,1.00608,tcp,http,FIN,12,18,1580,10168,28.824745,31,29,11521.94629,76367.67969,3,5,91.423185,59.149469,9539.722746,7684.053992,255,44421742,45464075,255,0.000687,0.000536,0.000151,132,565,1,3924,2,0,3,1,1,3,0,0,1,2,2,0,Normal,0
16740,0.045864,tcp,-,FIN,64,66,3806,54798,2812.663471,31,29,653584.5,9413570.0,7,26,0.734548,0.695985,51.872217,50.406732,255,2045403433,2045717300,255,0.000759,0.000617,0.000142,59,830,0,0,5,0,4,1,1,1,0,0,0,2,8,0,Normal,0
72996,0.921134,tcp,http,FIN,10,14,814,8620,24.969223,62,252,6366.066406,69523.0,2,4,102.240222,66.238772,6798.16029,3994.173189,255,1674095403,942293451,255,0.124482,0.060022,0.06446,81,616,1,3765,2,1,1,1,1,2,0,0,1,2,2,0,Exploits,1
139586,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,18,16,0,Generic,1
167017,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,42,2,9,9,9,42,0,0,0,9,42,0,Generic,1
56059,8e-06,dgp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,20,5,0,DoS,1
149469,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,16,16,16,17,0,0,0,16,17,0,Generic,1
165232,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,16,16,16,21,0,0,0,16,21,0,Generic,1
138994,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,2,3,0,0,0,3,3,0,Generic,1
90375,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
33682,0.000988,udp,dns,CON,2,2,146,178,3036.437382,31,29,591093.125,720647.8125,0,0,0.007,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,2,1,2,0,0,0,3,4,0,Normal,0
124188,1.1e-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,5,1,1,1,0,0,0,2,5,0,Reconnaissance,1
8917,0.046415,tcp,ftp-data,FIN,6,8,320,1826,280.081863,31,29,46019.60547,275428.1875,1,2,9.2204,6.562571,643.413711,15.759845,255,50992383,55778508,255,0.000594,0.000472,0.000122,53,228,0,0,9,0,4,1,1,4,0,0,0,6,3,0,Normal,0
168438,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,10,9,9,9,0,0,0,9,9,0,Generic,1
35428,1.255428,tcp,http,FIN,12,18,1580,10168,23.099693,31,29,9233.504883,61199.84766,3,5,114.096729,73.816529,10659.67111,8581.802825,255,1958349984,1959335990,255,0.000722,0.000544,0.000178,132,565,1,3924,2,0,3,2,1,1,0,0,1,5,2,0,Normal,0
121275,1e-06,ggp,-,INT,2,0,180,0,1000000.003,254,0,720000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0,DoS,1
53871,8e-06,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
104814,1.76803,tcp,-,FIN,10,8,534,354,9.615221,254,252,2176.433594,1402.69104,2,1,196.447778,242.495719,12144.05605,373.619625,255,994990666,2740712638,255,0.104695,0.043316,0.061379,53,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Normal,0
27539,1.054158,tcp,http,FIN,12,18,1580,10168,27.510108,31,29,10996.4541,72884.71094,3,5,95.799547,61.977708,9695.418418,7807.643652,255,4252179677,4248967300,255,0.000678,0.000533,0.000145,132,565,1,3924,1,0,3,1,1,1,0,0,1,1,2,0,Normal,0
148402,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,17,17,17,28,0,0,0,17,28,0,Generic,1
64592,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Exploits,1
174184,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,16,16,16,17,0,0,0,17,17,0,Generic,1
114268,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
173796,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,17,16,0,Generic,1
74678,1.477767,tcp,http,FIN,10,8,998,354,11.503843,254,252,4866.802246,1678.207764,2,1,160.728444,190.062141,9757.562237,278.516656,255,3143587853,3956308107,255,0.279012,0.14733,0.131682,100,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
8130,0.230816,tcp,ssh,FIN,32,24,3728,5474,238.285034,31,29,125190.625,181824.4844,7,7,7.445677,10.003261,505.893682,15.757437,255,3096373154,951289680,255,0.000702,0.00058,0.000122,117,228,0,0,1,0,1,1,1,1,0,0,0,2,1,0,Normal,0
18938,0.009,tcp,ssh,FIN,32,24,3728,5474,6111.111374,31,29,3210666.75,4663111.5,7,7,0.290323,0.327261,19.484885,0.436379,255,340763145,2490651496,255,0.000726,0.000581,0.000145,117,228,0,0,2,0,2,1,1,2,0,0,0,3,1,0,Normal,0
150520,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Exploits,1
83396,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
157993,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,17,17,8,25,0,0,0,17,24,0,Generic,1
92027,9e-06,ippc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,3,3,16,0,0,0,4,12,0,Exploits,1
126381,0.504849,tcp,http,FIN,10,8,1158,1078,33.673434,254,252,16527.71289,14958.92773,2,2,56.094333,55.705285,3005.179204,71.617375,255,1898056889,1370673920,255,0.162684,0.114687,0.047997,116,135,1,98,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
98325,0.413275,tcp,http,FIN,10,6,946,268,36.295445,254,252,16492.65039,4336.095703,2,1,41.624556,71.197797,2475.410322,113.325625,255,2601185354,561400867,255,0.098971,0.057277,0.041694,95,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
105777,7e-06,pri-enc,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Exploits,1
125052,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,17,17,17,29,0,0,0,17,29,0,Generic,1
122364,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,19,18,18,30,0,0,0,18,30,0,Generic,1
15410,0.069424,tcp,-,FIN,60,62,3614,45696,1742.913029,31,29,409541.3438,5180802.0,7,24,1.171525,1.128492,77.197598,77.569365,255,3967112080,4004259234,255,0.000725,0.000583,0.000142,60,737,0,0,2,0,3,1,1,1,0,0,0,4,6,0,Normal,0
143932,1.864273,tcp,-,FIN,40,12,45758,526,27.356509,254,252,191452.6563,2072.657959,17,1,47.019896,159.441547,6163.800259,362.338031,255,2119237395,1476436433,255,0.1913,0.110407,0.080893,1144,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
83188,4.670549,tcp,smtp,FIN,194,50,239033,3116,52.028146,62,252,407320.0,5231.07666,94,8,24.199736,94.152797,2529.155651,118.519836,255,2148128015,1838520524,255,0.195618,0.056441,0.139177,1232,62,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
84976,0.536398,tcp,-,FIN,20,8,17266,354,50.335759,254,252,244639.25,4623.432617,7,1,26.225369,68.751859,2042.331987,115.514266,255,3640069796,1838942246,255,0.092191,0.055126,0.037065,863,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
143656,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,15,15,15,30,0,0,0,15,30,0,Generic,1
170366,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,15,15,15,32,0,0,0,17,32,0,Generic,1
104974,4e-06,idrp,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Analysis,1
50693,0.698427,tcp,-,FIN,10,6,584,268,21.476832,254,252,6024.967285,2565.765625,2,1,77.504,118.788602,4221.921335,193.687766,255,576804224,1957748624,255,0.200645,0.10448,0.096165,58,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
138318,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,15,15,15,31,0,0,0,15,31,0,Generic,1
65614,1.145361,tcp,http,FIN,10,10,842,1782,16.588657,62,252,5294.400879,11203.45508,2,2,127.154667,117.170219,7100.697794,253.089188,255,4185286346,3392358314,255,0.141975,0.090825,0.05115,84,178,1,438,1,1,1,1,1,1,0,0,1,4,1,0,Exploits,1
116908,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,4,4,5,0,0,0,6,5,0,DoS,1
22463,0.029857,tcp,-,FIN,72,74,4238,63516,4856.482512,31,29,1120005.375,16788826.0,7,30,0.4221,0.406167,22.114968,21.721158,255,331221344,2481131980,255,0.00072,0.000604,0.000116,59,858,0,0,3,0,6,1,1,1,0,0,0,2,12,0,Normal,0
131255,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,16,16,16,35,0,0,0,16,35,0,Generic,1
18273,0.487638,tcp,smtp,FIN,54,42,37914,3380,194.816648,31,29,610485.625,54138.51953,19,8,9.194283,11.879854,885.737393,29.892107,255,2853506842,709159474,255,0.000701,0.00056,0.000141,702,80,0,0,1,0,1,1,1,1,0,0,0,3,2,0,Normal,0
117970,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
8297,0.046454,tcp,ftp-data,FIN,6,8,320,1826,279.846723,31,29,45980.96875,275196.9688,1,2,9.2254,6.569857,643.823372,15.78422,255,973441704,1395778249,255,0.00059,0.000462,0.000128,53,228,0,0,6,0,2,1,1,7,0,0,0,5,3,0,Normal,0
57909,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Analysis,1
156561,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,2,6,6,6,6,0,0,0,7,6,0,Generic,1
146230,3.284035,tcp,http,FIN,10,8,582,354,5.176559,254,252,1276.478516,755.168579,2,1,364.892778,456.015281,27558.39622,797.649937,255,1896367399,377941478,255,0.167272,0.091283,0.075989,58,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
97947,58.705761,ospf,-,REQ,60,0,16320,0,1.005012,254,0,2186.90625,0.0,0,0,1022.608875,0.0,1273.60675,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,6,2,1,1,1,0,0,0,2,1,0,Exploits,1
126393,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,17,16,16,20,0,0,0,17,19,0,Generic,1
23304,0.03325,tcp,-,FIN,50,50,3062,33044,2977.44358,31,29,722045.125,7791639.0,7,18,0.693447,0.677667,41.974305,1.122697,255,2466675896,350691862,255,0.000858,0.000719,0.000139,61,661,0,0,6,0,2,1,1,1,0,0,0,8,3,0,Normal,0
164540,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,18,17,17,24,0,0,0,18,23,0,Generic,1
110472,1.144049,ospf,-,INT,42,0,1890,0,35.837624,254,0,12901.54492,0.0,0,0,27.903635,0.0,29.83157,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
100493,0.748458,tcp,ftp-data,FIN,8,10,364,3754,22.713365,62,252,3409.676758,36116.92188,1,3,106.922574,78.444667,6892.292664,5976.551574,255,489287494,323632475,255,0.104951,0.041734,0.063217,46,375,0,0,1,1,5,1,1,1,0,0,0,1,1,0,Exploits,1
36172,0.593634,tcp,-,FIN,28,30,4536,3080,96.018758,31,29,58945.41016,40132.47266,7,7,21.972408,20.449621,1206.086312,30.434,255,3679750462,1573287328,255,0.000732,0.000592,0.00014,162,103,0,0,4,0,3,1,1,2,0,0,0,1,3,0,Normal,0
24436,0.075995,tcp,-,FIN,48,50,2958,33044,1276.399793,31,29,304967.4375,3409066.5,7,18,1.609064,1.541163,0.0,89.420698,255,3673844148,1566102060,255,0.000598,0.000474,0.000124,62,661,0,0,4,0,7,1,1,2,0,0,0,5,6,0,Normal,0
7500,0.00497,tcp,-,FIN,18,18,3736,2456,7042.253343,31,29,5680483.0,3734406.25,7,7,0.272647,0.260588,13.451439,0.341,255,1648147311,1651177802,255,0.000674,0.000536,0.000138,208,136,0,0,8,0,3,1,1,3,0,0,0,10,13,0,Normal,0
118205,2.006193,tcp,smtp,FIN,26,20,4511,1782,22.430545,254,252,17298.43555,6751.095703,9,8,80.209839,101.111789,4443.280366,170.731469,255,972542255,3504936422,255,0.178074,0.08506,0.093014,174,89,0,0,1,1,1,1,1,2,0,0,0,3,1,0,DoS,1
85872,8e-06,leaf-2,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,7,0,0,0,2,6,0,Analysis,1
152632,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,10,10,10,14,0,0,0,10,14,0,Generic,1
149149,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
